AccountID,avg_amount,amount_std,transaction_count,avg_login,dbscan_risk,lof_risk,preferred_type,risk_score,ml_risk_score,final_risk_score,retention_segment,recommended_action,recommended_offer,communication_plan,expected_uplift
AC00287,320.885,350.54818677323095,2,1.0,0.0,0.0,Credit,56242.79933496443,0.0,28121.399667482216,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00288,222.35,330.34114808785176,11,1.0,0.0,0.0,Debit,6677.395236358056,0.0,3338.697618179028,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00289,357.6228571428572,274.33942909677216,7,1.0,0.0,0.0,Debit,14015.719492115495,0.0,7007.8597460577475,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00290,308.212,415.9511992690168,10,1.0,0.0,0.0,Debit,12820.11382089884,0.0,6410.05691044942,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00291,349.99583333333334,326.8468591768749,12,1.0,0.0,0.08333333333333333,Debit,9532.919109756156,0.041666666666666664,4766.480388211411,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00292,290.39533333333327,214.17235258637132,15,1.0,0.0,0.06666666666666667,Debit,4146.30983825291,0.03333333333333333,2073.1715857931217,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00293,100.02,42.949149584130296,9,1.0,0.0,0.0,Debit,477.3081626773944,0.0,238.6540813386972,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00294,313.47799999999995,31.977429852944717,5,1.0,0.0,0.0,Debit,2004.8437501195303,0.0,1002.4218750597652,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00295,256.355,111.41293583880744,10,1.2,0.0,0.0,Debit,2856.1260310831453,0.0,1428.0630155415727,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00296,338.2911111111111,237.34840053413274,9,1.0,0.0,0.0,Debit,8921.42724618995,0.0,4460.713623094975,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00297,294.54291666666666,257.2767159656694,24,1.0,0.0,0.041666666666666664,Debit,3157.4596313954244,0.020833333333333332,1578.740232364379,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00298,132.24411764705883,73.79731254073751,17,1.0,0.0,0.0,Debit,574.0741122117616,0.0,287.0370561058808,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00299,116.57666666666667,88.60159098458674,9,1.0,0.0,0.0,Debit,1147.6529989659455,0.0,573.8264994829727,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00300,168.1788888888889,146.72556725435112,9,1.0,0.0,0.0,Debit,2741.793347848374,0.0,1370.896673924187,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00301,469.7246153846154,290.6572043838866,13,1.0,0.0,0.0,Debit,10502.217925828521,0.0,5251.108962914261,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00302,533.8608333333333,361.4121553134777,12,1.0,0.0,0.0,Debit,16078.648194483423,0.0,8039.324097241712,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00303,501.85812500000003,554.3359377154945,16,1.0,0.0,0.0,Debit,17387.373558415085,0.0,8693.686779207543,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00304,307.495,318.2692858099882,26,1.0769230769230769,0.0,0.038461538461538464,Debit,3764.085010617589,0.019230769230769232,1882.05212069341,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00305,278.2133333333333,289.48382954263036,15,1.2,0.0,0.0,Debit,5369.217052929107,0.0,2684.6085264645535,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00306,201.52166666666665,136.95298936882986,18,1.0,0.0,0.0,Debit,1533.2773966284153,0.0,766.6386983142077,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00307,200.8425,80.20703705322335,8,1.0,0.0,0.25,Debit,2013.6224782174415,0.125,1006.8737391087208,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00308,270.6433333333334,87.93398243379329,6,1.0,0.0,0.0,Debit,3966.457025449929,0.0,1983.2285127249645,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00309,52.04,0.0,1,1.0,0.0,0.0,Credit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00310,423.29842105263157,245.76416039825114,19,1.3157894736842106,0.0,0.0,Debit,5475.346082766279,0.0,2737.6730413831397,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00311,289.6627272727273,230.29842453177613,11,1.0,0.0,0.09090909090909091,Debit,6064.442152004045,0.045454545454545456,3032.24380327475,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00312,698.61,743.7352049172698,7,1.0,0.0,0.0,Debit,74225.82532591837,0.0,37112.912662959185,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00313,432.62375,328.0087240537317,8,1.0,0.0,0.0,Debit,17738.043311849662,0.0,8869.021655924831,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00314,212.53857142857143,181.97030843422877,14,1.0,0.0,0.0,Debit,2762.550473891217,0.0,1381.2752369456084,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00315,225.1727272727273,161.0110692524529,11,1.0909090909090908,0.0,0.0,Debit,3295.936208066961,0.0,1647.9681040334806,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00316,590.7533333333333,537.4135563864004,12,1.25,0.0,0.08333333333333333,Debit,26456.56861310156,0.041666666666666664,13228.305139884114,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00317,386.566875,260.5592531388014,16,1.125,0.0,0.0,Debit,6295.22312143608,0.0,3147.61156071804,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00318,349.50857142857143,290.3398058843334,7,1.5714285714285714,0.0,0.0,Debit,14496.60518383956,0.0,7248.30259191978,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00319,299.1842857142857,169.6241277156546,14,1.0,0.0,0.0,Debit,3624.9192761141153,0.0,1812.4596380570576,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00320,361.7375,384.5733916661832,20,1.0,0.0,0.05,Debit,6955.730515605772,0.025,3477.8777578028858,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00321,222.5,190.24156871374527,4,1.0,0.0,0.0,Credit,10582.184614155927,0.0,5291.092307077964,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00322,354.89238095238096,281.4043786067438,21,1.0,0.0,0.0,Debit,4755.631675168614,0.0,2377.815837584307,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00323,228.12833333333333,303.1495542082598,6,1.0,0.0,0.0,Credit,11526.16517101802,0.0,5763.08258550901,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00324,237.43076923076922,122.87995805266881,13,1.0,0.0,0.0,Debit,2244.2677476324666,0.0,1122.1338738162333,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00325,292.90399999999994,181.25557507878995,15,1.2666666666666666,0.0,0.0,Debit,3539.365294900839,0.0,1769.6826474504196,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00326,178.347,161.58851093991112,10,1.8,0.0,0.1,Credit,2881.8823278718005,0.05,1440.9661639359003,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00327,413.16,411.279811503069,9,1.0,0.0,0.1111111111111111,Debit,18880.483115569434,0.05555555555555555,9440.269335562494,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00328,156.83833333333334,140.6415088626097,12,1.0,0.0,0.0,Debit,1838.1648341110085,0.0,919.0824170555043,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00329,218.81894736842108,196.0160557169499,19,1.0,0.0,0.05263157894736842,Debit,2257.4749853588296,0.02631578947368421,1128.7506505741517,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00330,219.34,131.1103062946108,13,1.0,0.0,0.0,Credit,2212.133259271283,0.0,1106.0666296356414,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00331,404.74642857142857,384.0552379662861,14,1.2142857142857142,0.0,0.0,Debit,11103.21248841371,0.0,5551.606244206855,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00332,294.1805,164.75305966250792,20,1.1,0.0,0.0,Debit,2423.356752234483,0.0,1211.6783761172414,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00333,201.38777777777779,212.11576495971354,9,2.7777777777777777,0.0,0.1111111111111111,Debit,4746.390865608808,0.05555555555555555,2373.2232105821818,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00334,302.8875,86.92763407518402,12,1.0,0.0,0.0,Debit,2194.107630986639,0.0,1097.0538154933195,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00335,124.37,165.9098577541431,3,1.0,0.0,0.0,Credit,6878.067376938467,0.0,3439.0336884692333,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00336,486.36833333333334,350.91388763721886,6,1.6666666666666667,0.0,0.0,Credit,28445.562371345397,0.0,14222.781185672698,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00337,537.5855555555556,233.1165164921566,18,1.0,0.0,0.0,Debit,6962.225836965889,0.0,3481.1129184829447,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00338,214.9990476190476,356.6832774872515,21,1.0,0.0,0.047619047619047616,Debit,3651.7410147456444,0.023809523809523808,1825.882412134727,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00339,278.2754166666667,199.14745910853108,24,1.0,0.0,0.0,Debit,2309.0766605190743,0.0,1154.5383302595371,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00340,316.994,183.50872494243973,5,2.2,0.0,0.0,Debit,11634.230624034622,0.0,5817.115312017311,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00341,104.6692857142857,70.86638168621778,14,1.0,0.0,0.0,Debit,529.8237873163262,0.0,264.9118936581631,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00342,258.84000000000003,107.97109636379543,5,1.0,0.0,0.0,Debit,5589.446598671642,0.0,2794.723299335821,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00344,421.2577777777778,463.2938190764522,9,1.0,0.0,0.0,Debit,21685.12255524484,0.0,10842.56127762242,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00345,326.6695,294.44366607079616,20,1.0,0.0,0.0,Debit,4809.288018211297,0.0,2404.6440091056484,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00346,182.1833333333333,2.2285496030677248,3,1.0,0.0,0.0,Debit,135.334819950245,0.0,67.6674099751225,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00347,252.13000000000002,130.44534694652776,11,1.0,0.0,0.0,Debit,2989.9256668820344,0.0,1494.9628334410172,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00348,327.1033333333333,330.17334754135845,6,1.0,0.0,0.0,Debit,18000.130759745454,0.0,9000.065379872727,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00349,151.443,138.44294998702935,10,1.0,0.0,0.1,Debit,2096.6213578264333,0.05,1048.3356789132167,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00350,1106.86,682.0851803843857,3,1.0,0.0,0.0,Debit,251657.517034248,0.0,125828.758517124,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00351,119.2475,55.94427249504636,4,1.0,0.0,0.0,Debit,1667.80324163745,0.0,833.901620818725,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00352,174.2453846153846,139.9323509542727,13,1.0,0.0,0.0,Debit,1875.58187973695,0.0,937.790939868475,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00353,83.766,53.76403552148551,10,1.8,0.0,0.0,Debit,450.35977491329805,0.0,225.17988745664903,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00354,478.07375,445.71414599614343,8,1.75,0.0,0.0,Debit,26635.525821112245,0.0,13317.762910556123,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00355,300.5353846153846,28.20280737071654,13,1.0,0.0,0.07692307692307693,Debit,651.9954544920342,0.038461538461538464,326.0169580152479,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00356,320.3777777777778,280.37006044649496,18,1.0,0.0,0.0,Debit,4990.240662834924,0.0,2495.120331417462,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00357,264.89076923076925,274.26191595084003,13,1.0,0.0,0.07692307692307693,Debit,5588.4187921926,0.038461538461538464,2794.228626865531,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00358,392.4304347826087,482.2344895613851,23,1.8695652173913044,0.0,0.043478260869565216,Debit,8227.977485989837,0.021739130434782608,4113.999612560136,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00359,287.9745454545454,231.4394742200922,11,1.0,0.0,0.0,Debit,6058.970120890901,0.0,3029.4850604454505,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00360,302.5007142857143,255.72191547322788,14,1.0,0.0,0.0,Debit,5525.4326116949915,0.0,2762.7163058474957,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00361,116.48249999999999,7.606341104631061,4,1.0,0.0,0.0,Credit,221.50135155470898,0.0,110.75067577735449,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00362,193.94250000000002,170.11825213166674,28,1.0,0.0,0.07142857142857142,Debit,1178.3270691328112,0.03571428571428571,589.1813917092627,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00363,344.95,370.43666112730114,29,1.0,0.0,0.034482758620689655,Debit,4406.280063778705,0.017241379310344827,2203.148652579008,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00364,143.54,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00365,188.506875,99.91396623887638,16,1.0,0.0,0.0625,Debit,1177.1542729619887,0.03125,588.5927614809943,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00366,371.04842105263157,310.2976480066833,19,1.0,0.0,0.05263157894736842,Debit,6059.76033102446,0.02631578947368421,3029.893323406967,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00367,282.9878947368421,139.6559280509284,19,1.0,0.0,0.05263157894736842,Credit,2080.0492098212057,0.02631578947368421,1040.0377628053398,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00368,286.96250000000003,152.488582471249,12,1.0,0.0,0.08333333333333333,Debit,3646.5417667386696,0.041666666666666664,1823.291716702668,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00369,364.49133333333333,327.8717407085248,15,1.0,0.0,0.0,Debit,7967.093331071855,0.0,3983.5466655359273,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00370,360.390625,245.88662833288976,16,1.0,0.0,0.0,Debit,5538.45188284881,0.0,2769.225941424405,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00371,112.74,163.39812446904034,6,1.0,0.0,0.0,Debit,3070.2502470648933,0.0,1535.1251235324467,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00372,821.1,253.65157001569807,8,1.0,0.0,0.0,Credit,26034.159763216245,0.0,13017.079881608122,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00373,189.40473684210528,210.47511226240348,19,1.0,0.0,0.0,Debit,2098.1569027219048,0.0,1049.0784513609524,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00374,268.3292307692308,189.23729334099463,13,1.0,0.0,0.0,Debit,3905.9918037729667,0.0,1952.9959018864834,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00375,348.39166666666665,132.17961740248256,6,1.0,0.0,0.16666666666666666,Debit,7675.044921861386,0.08333333333333333,3837.5641275973594,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00376,222.974,77.88370492813843,10,1.0,0.0,0.0,Debit,1736.6039486042791,0.0,868.3019743021396,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00377,248.4275,154.21846246772495,12,1.0,0.0,0.08333333333333333,Debit,3192.675324335452,0.041666666666666664,1596.3584955010592,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00378,290.69529411764705,309.9829618930218,17,1.0,0.0,0.0,Debit,5300.62252813699,0.0,2650.311264068495,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00379,373.1475,420.7027353032859,4,1.0,0.0,0.0,Credit,39246.0336688873,0.0,19623.01683444365,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00380,147.34923076923076,156.58567556141793,13,1.0,0.0,0.07692307692307693,Debit,1774.8290052789434,0.038461538461538464,887.4337334087024,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00381,228.44,239.40121470034356,4,1.0,0.0,0.0,Debit,13672.19995348663,0.0,6836.099976743315,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00382,295.323,398.18054999023536,20,1.0,0.0,0.0,Debit,5879.5934342586415,0.0,2939.7967171293208,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00383,155.63857142857142,89.9341808775167,14,1.0,0.0,0.07142857142857142,Debit,999.8018881838256,0.03571428571428571,499.91880123476994,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00384,285.2229411764706,215.6811509718891,17,1.0,0.0,0.0,Debit,3618.659330462898,0.0,1809.329665231449,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00385,745.6071428571429,451.5684989361288,21,1.0,0.0,0.047619047619047616,Debit,16032.98486967004,0.023809523809523808,8016.504339596924,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00386,184.66875,162.7665450422783,16,1.0,0.0,0.0,Debit,1878.6182835098714,0.0,939.3091417549357,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00387,233.41166666666666,138.12999709211127,6,1.1666666666666667,0.0,0.16666666666666666,Debit,5373.5245774011555,0.08333333333333333,2686.8039553672443,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00388,445.635,371.5174601549704,8,1.0,0.0,0.0,Debit,20695.145332626864,0.0,10347.572666313432,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00389,295.60999999999996,155.19432028911368,9,1.0,0.0,0.0,Credit,5097.443102580199,0.0,2548.7215512900993,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00390,216.34117647058824,211.97358617532848,17,1.0,0.0,0.0,Debit,2697.565430370279,0.0,1348.7827151851395,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00391,209.705,136.32318317146206,6,1.0,0.0,0.0,Debit,4764.608060393899,0.0,2382.3040301969495,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00392,224.01749999999998,229.6322270319797,4,1.0,0.0,0.0,Debit,12860.406139682593,0.0,6430.203069841296,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00393,239.10352941176473,131.14807585040927,17,1.3529411764705883,0.0,0.0,Debit,1844.5862333416735,0.0,922.2931166708368,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00394,290.955,183.44900229302883,14,1.0,0.0,0.07142857142857142,Debit,3812.5286178313986,0.03571428571428571,1906.2821660585564,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00395,366.1771428571429,79.3890669874817,7,1.0,0.0,0.0,Debit,4152.922510092551,0.0,2076.4612550462757,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00396,442.7942105263158,482.16362460517246,19,1.0526315789473684,0.0,0.05263157894736842,Debit,11236.80264551324,0.02631578947368421,5618.414480651357,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00397,278.29714285714283,252.45596586117964,14,1.0,0.0,0.0,Debit,5018.4120698567585,0.0,2509.2060349283793,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00398,527.7253333333333,407.7606189537236,15,1.0,0.0,0.0,Debit,14345.706280790255,0.0,7172.853140395127,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00399,278.1223076923077,223.07931314347397,13,1.0,0.0,0.0,Debit,4772.563738254938,0.0,2386.281869127469,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00400,207.24499999999998,126.15265886571274,10,1.0,0.0,0.0,Credit,2614.4505172174117,0.0,1307.2252586087059,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00401,231.67461538461538,165.0394384995793,13,1.0,0.0,0.0,Debit,2941.1881151149846,0.0,1470.5940575574923,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00402,371.775,313.47602989170747,10,1.0,0.0,0.1,Debit,11654.253935873561,0.05,5827.15196793678,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00403,151.5222727272727,151.96305634787933,22,1.0,0.0,0.0,Debit,1046.6266646266645,0.0,523.3133323133322,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00404,85.50272727272727,23.59683118171128,11,1.0,0.0,0.0,Debit,183.41756705571632,0.0,91.70878352785816,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00405,359.45,300.5275731664789,19,1.0,0.0,0.0,Debit,5685.506867851786,0.0,2842.753433925893,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00406,183.71,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00407,435.5238461538462,326.46232512441776,13,1.0,0.0,0.0,Debit,10937.085886571382,0.0,5468.542943285691,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00408,283.0375,35.6498932910979,4,1.0,0.0,0.0,Debit,2522.563537453896,0.0,1261.281768726948,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00409,283.01384615384615,193.98538950732268,13,1.3076923076923077,0.0,0.0,Debit,4223.11899684618,0.0,2111.55949842309,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00410,307.3990909090909,207.9053200596149,11,2.4545454545454546,0.0,0.0,Debit,5809.990961045294,0.0,2904.995480522647,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00411,305.10400000000004,347.13677297901717,15,1.0,0.0,0.0,Debit,7060.854061475734,0.0,3530.427030737867,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00412,254.4618181818182,162.50645161458556,11,1.0,0.0,0.0,Debit,3759.243944079924,0.0,1879.621972039962,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00413,281.29833333333335,298.14130303711136,6,1.1666666666666667,0.0,0.0,Debit,13977.772944065791,0.0,6988.886472032896,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00414,257.6166666666667,210.56895824171238,9,1.0,0.0,0.0,Debit,6027.340788706854,0.0,3013.670394353427,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00415,31.667142857142856,28.903914218369408,7,1.2857142857142858,0.0,0.14285714285714285,Debit,130.75774998942236,0.07142857142857142,65.41458928042547,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00416,586.7554545454545,530.3028844229236,11,1.0,0.0,0.0,Debit,28287.098337203624,0.0,14143.549168601812,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00417,115.37181818181817,131.77522216396994,11,1.7272727272727273,0.0,0.0,Debit,1382.1041445696449,0.0,691.0520722848224,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00418,414.96999999999997,462.3201672722775,10,2.0,0.0,0.0,Credit,19184.898062807893,0.0,9592.449031403947,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00419,230.82142857142858,168.40664836723553,7,1.0,0.0,0.0,Debit,5553.122514847005,0.0,2776.5612574235024,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00420,431.28444444444443,372.123855964352,9,1.0,0.0,0.0,Debit,17832.356961305897,0.0,8916.178480652949,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00421,276.3988888888889,81.83406082500801,9,1.0,0.0,0.0,Debit,2513.204552454824,0.0,1256.602276227412,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00422,140.77666666666667,58.237796361126165,9,1.0,0.0,0.0,Debit,910.9468816427323,0.0,455.4734408213661,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00423,557.767,737.5467920229423,10,1.0,0.0,0.0,Debit,41137.92204083385,0.0,20568.961020416926,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00424,234.49555555555557,158.3316190495432,18,1.0,0.0,0.0,Debit,2062.6699393535155,0.0,1031.3349696767577,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00425,374.49888888888887,176.16607318059084,18,1.0,0.0,0.0,Debit,3665.221944490445,0.0,1832.6109722452225,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00426,232.64705882352942,221.75854610828154,17,1.4705882352941178,0.0,0.0,Debit,3034.7923815459617,0.0,1517.3961907729808,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00427,193.426,218.45524005954556,20,1.0,0.0,0.0,Debit,2112.7460575505797,0.0,1056.3730287752899,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00428,697.6675,472.47398350773415,4,1.0,0.0,0.0,Debit,82407.41512036674,0.0,41203.70756018337,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00429,106.67545454545456,84.66165570831181,11,1.0,0.0,0.0,Debit,821.0290712932608,0.0,410.5145356466304,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
